timestamp,contract_id,price,size,side,ticketId,exchange_timestamp
1757800369.2702596,10000002,4656.61,1.43,buy,99eecd03-cd52-4ce7-a532-57f8bb7e6ebb,1757800362296
1757800369.2702596,10000002,4656.64,0.12,sell,921a98b6-52ca-4bee-84c3-a284bca81e49,1757800356341
1757800369.2702596,10000002,4656.64,1.5,buy,f2073fc6-24e9-45c8-b873-f1808cb5323b,1757800351317
1757800369.2702596,10000002,4656.65,0.6,buy,baec10f5-9073-4087-b09e-866855f40c4c,1757800345304
1757800369.2702596,10000002,4656.64,0.2,sell,f8cefc75-a1af-4339-8b5b-be6f6e8fbf75,1757800344302
1757800369.2702596,10000002,4656.64,0.4,sell,333ac486-3d9d-4789-93fc-fb5f8c1343f4,1757800344302
1757800369.2702596,10000002,4656.6,8.13,sell,269b937b-b4cf-4a1b-986b-2a315a8bb2be,1757800336312
1757800369.2702596,10000002,4656.6,0.21,sell,a84aed8a-8b4f-477a-883a-4dc1071a1542,1757800334347
1757800369.2702596,10000002,4656.64,0.9,sell,ff949425-2925-4254-b7eb-bcf4cbb4d632,1757800334347
1757800369.2702596,10000002,4656.64,0.02,sell,55f6a8c8-b90b-49a3-8aff-ec2fd336597b,1757800334347
1757800369.2702596,10000002,4656.64,0.04,sell,cf3d1647-e555-463b-96c3-82deb65dc2ee,1757800334347
1757800369.2702596,10000002,4656.65,1.17,buy,b31cc213-bfc1-4ba2-b929-6e4e0a664c77,1757800331303
1757800369.2702596,10000002,4656.61,1.49,sell,5f4606dc-2f4a-4dcc-bfda-95ed3614c036,1757800324318
1757800369.2702596,10000002,4656.62,1.34,buy,f6662dd2-5315-4fca-805d-4f773675fc2b,1757800315312
1757800369.2702596,10000002,4656.6,0.98,sell,e08ad40b-b0bd-4d41-950e-ba0f6289222c,1757800307368
1757800369.2702596,10000002,4656.6,1.42,buy,c8ec2d57-a9d6-4b28-86b8-74f5bc7a8520,1757800301319
1757800369.2702596,10000002,4657.87,0.04,sell,58191a4b-e436-494b-b7b3-81886b4bbdad,1757800292855
1757800369.2702596,10000002,4657.87,0.2,sell,4f65eb12-bea9-49c2-b0e7-f9015901b7f1,1757800292855
