timestamp,contract_id,price,size,side,exchange_timestamp
1757800369.2712595,10000227,3634.46,0,last,
1757800369.2712595,10000227,3634.1,0,bid,
1757800369.2712595,10000227,3635.13,0,ask,
1757800369.7015495,10000227,3634.46,0,last,
1757800369.7015495,10000227,3634.1,0,bid,
1757800369.7015495,10000227,3635.13,0,ask,
1757800370.4306207,10000227,3634.46,0,last,
1757800370.4306207,10000227,3634.1,0,bid,
1757800370.4306207,10000227,3635.13,0,ask,
1757800371.4669933,10000227,3634.46,0,last,
1757800371.4669933,10000227,3634.1,0,bid,
1757800371.4669933,10000227,3635.13,0,ask,
1757800371.5559196,10000227,3634.46,0,last,
1757800371.5559196,10000227,3634.1,0,bid,
1757800371.5559196,10000227,3635.13,0,ask,
1757800371.570936,10000227,3634.46,0,last,
1757800371.570936,10000227,3634.1,0,bid,
1757800371.570936,10000227,3635.13,0,ask,
1757800373.5056655,10000227,3634.46,0,last,
1757800373.5056655,10000227,3634.1,0,bid,
1757800373.5056655,10000227,3635.13,0,ask,
1757800373.5126848,10000227,3634.46,0,last,
1757800373.5126848,10000227,3634.1,0,bid,
1757800373.5126848,10000227,3635.13,0,ask,
1757800374.7018483,10000227,3634.46,0,last,
1757800374.7018483,10000227,3634.1,0,bid,
1757800374.7018483,10000227,3635.13,0,ask,
1757800375.4245584,10000227,3634.46,0,last,
1757800375.4245584,10000227,3634.1,0,bid,
1757800375.4245584,10000227,3635.13,0,ask,
1757800376.4230258,10000227,3634.46,0,last,
1757800376.4230258,10000227,3634.1,0,bid,
1757800376.4230258,10000227,3635.13,0,ask,
1757800376.4599323,10000227,3634.46,0,last,
1757800376.4599323,10000227,3634.1,0,bid,
1757800376.4599323,10000227,3635.13,0,ask,
1757800376.4896896,10000227,3634.46,0,last,
1757800376.4896896,10000227,3634.1,0,bid,
1757800376.4896896,10000227,3635.13,0,ask,
1757800378.5124824,10000227,3634.46,0,last,
1757800378.5124824,10000227,3634.1,0,bid,
1757800378.5124824,10000227,3635.13,0,ask,
1757800378.5197344,10000227,3634.46,0,last,
1757800378.5197344,10000227,3634.1,0,bid,
1757800378.5197344,10000227,3635.13,0,ask,
1757800379.7441506,10000227,3634.46,0,last,
1757800379.7441506,10000227,3634.1,0,bid,
1757800379.7441506,10000227,3635.13,0,ask,
1757800379.9189103,10000227,3634.64,0,last,
1757800379.9189103,10000227,3634.1,0,bid,
1757800379.9189103,10000227,3635.13,0,ask,
1757800380.2580433,10000227,3634.64,0,last,
1757800380.2580433,10000227,3634.1,0,bid,
1757800380.2580433,10000227,3635.13,0,ask,
1757800380.426126,10000227,3634.64,0,last,
1757800380.426126,10000227,3634.1,0,bid,
1757800380.426126,10000227,3635.13,0,ask,
1757800381.42442,10000227,3634.64,0,last,
1757800381.42442,10000227,3634.1,0,bid,
1757800381.42442,10000227,3635.13,0,ask,
1757800381.4581492,10000227,3634.64,0,last,
1757800381.4581492,10000227,3634.1,0,bid,
1757800381.4581492,10000227,3635.13,0,ask,
1757800381.506752,10000227,3634.64,0,last,
1757800381.506752,10000227,3634.1,0,bid,
1757800381.506752,10000227,3635.13,0,ask,
1757800382.4661963,10000227,3634.64,0,last,
1757800382.4661963,10000227,3634.1,0,bid,
1757800382.4661963,10000227,3635.13,0,ask,
1757800384.6796944,10000227,3634.64,0,last,
1757800384.6796944,10000227,3634.1,0,bid,
1757800384.6796944,10000227,3635.13,0,ask,
1757800384.6848426,10000227,3634.64,0,last,
1757800384.6848426,10000227,3634.1,0,bid,
1757800384.6848426,10000227,3635.13,0,ask,
1757800385.4277258,10000227,3634.64,0,last,
1757800385.4277258,10000227,3634.1,0,bid,
1757800385.4277258,10000227,3635.13,0,ask,
1757800386.4801779,10000227,3634.64,0,last,
1757800386.4801779,10000227,3634.1,0,bid,
1757800386.4801779,10000227,3635.13,0,ask,
1757800386.493631,10000227,3634.64,0,last,
1757800386.493631,10000227,3634.1,0,bid,
1757800386.493631,10000227,3635.13,0,ask,
1757800386.533156,10000227,3634.64,0,last,
1757800386.533156,10000227,3634.1,0,bid,
1757800386.533156,10000227,3635.13,0,ask,
1757800387.467543,10000227,3634.64,0,last,
1757800387.467543,10000227,3634.1,0,bid,
1757800387.467543,10000227,3635.13,0,ask,
1757800389.3548477,10000227,3634.64,0,last,
1757800389.3548477,10000227,3634.1,0,bid,
1757800389.3548477,10000227,3635.13,0,ask,
1757800389.4251292,10000227,3634.64,0,last,
1757800389.4251292,10000227,3634.1,0,bid,
1757800389.4251292,10000227,3635.13,0,ask,
1757800389.836166,10000227,3634.58,0,last,
1757800389.836166,10000227,3634.1,0,bid,
1757800389.836166,10000227,3635.13,0,ask,
1757800390.607766,10000227,3634.58,0,last,
1757800390.607766,10000227,3634.1,0,bid,
1757800390.607766,10000227,3635.13,0,ask,
1757800391.4246364,10000227,3634.58,0,last,
1757800391.4246364,10000227,3634.1,0,bid,
1757800391.4246364,10000227,3635.13,0,ask,
1757800391.4536862,10000227,3634.58,0,last,
1757800391.4536862,10000227,3634.1,0,bid,
1757800391.4536862,10000227,3635.13,0,ask,
1757800391.4916599,10000227,3634.58,0,last,
1757800391.4916599,10000227,3634.1,0,bid,
1757800391.4916599,10000227,3635.13,0,ask,
1757800392.466228,10000227,3634.58,0,last,
1757800392.466228,10000227,3634.1,0,bid,
1757800392.466228,10000227,3635.13,0,ask,
1757800394.3584697,10000227,3634.58,0,last,
1757800394.3584697,10000227,3634.1,0,bid,
1757800394.3584697,10000227,3635.13,0,ask,
1757800394.4223876,10000227,3634.58,0,last,
1757800394.4223876,10000227,3634.1,0,bid,
1757800394.4223876,10000227,3635.13,0,ask,
1757800395.756954,10000227,3634.58,0,last,
1757800395.756954,10000227,3634.1,0,bid,
1757800395.756954,10000227,3635.13,0,ask,
1757800396.423372,10000227,3634.58,0,last,
1757800396.423372,10000227,3634.1,0,bid,
1757800396.423372,10000227,3635.13,0,ask,
1757800396.4651737,10000227,3634.58,0,last,
1757800396.4651737,10000227,3634.1,0,bid,
1757800396.4651737,10000227,3635.13,0,ask,
1757800396.484117,10000227,3634.58,0,last,
1757800396.484117,10000227,3634.1,0,bid,
1757800396.484117,10000227,3635.13,0,ask,
1757800396.8003502,10000227,3634.64,0,last,
1757800396.8003502,10000227,3634.1,0,bid,
1757800396.8003502,10000227,3635.13,0,ask,
1757800397.4700747,10000227,3634.64,0,last,
1757800397.4700747,10000227,3634.1,0,bid,
1757800397.4700747,10000227,3635.13,0,ask,
1757800399.3891635,10000227,3634.64,0,last,
1757800399.3891635,10000227,3634.1,0,bid,
1757800399.3891635,10000227,3635.13,0,ask,
1757800399.4243908,10000227,3634.64,0,last,
1757800399.4243908,10000227,3634.1,0,bid,
1757800399.4243908,10000227,3635.13,0,ask,
1757800400.6170847,10000227,3634.64,0,last,
1757800400.6170847,10000227,3634.1,0,bid,
1757800400.6170847,10000227,3635.13,0,ask,
1757800401.4246154,10000227,3634.64,0,last,
1757800401.4246154,10000227,3634.1,0,bid,
1757800401.4246154,10000227,3635.13,0,ask,
1757800401.455114,10000227,3634.64,0,last,
1757800401.455114,10000227,3634.1,0,bid,
1757800401.455114,10000227,3635.13,0,ask,
1757800401.495599,10000227,3634.64,0,last,
1757800401.495599,10000227,3634.1,0,bid,
1757800401.495599,10000227,3635.13,0,ask,
1757800402.4626973,10000227,3634.64,0,last,
1757800402.4626973,10000227,3634.1,0,bid,
1757800402.4626973,10000227,3635.13,0,ask,
1757800404.5665662,10000227,3634.64,0,last,
1757800404.5665662,10000227,3634.1,0,bid,
1757800404.5665662,10000227,3635.13,0,ask,
1757800404.575662,10000227,3634.64,0,last,
1757800404.575662,10000227,3634.1,0,bid,
1757800404.575662,10000227,3635.13,0,ask,
1757800405.4240532,10000227,3634.64,0,last,
1757800405.4240532,10000227,3634.1,0,bid,
1757800405.4240532,10000227,3635.13,0,ask,
1757800406.5145473,10000227,3634.64,0,last,
1757800406.5145473,10000227,3634.1,0,bid,
1757800406.5145473,10000227,3635.13,0,ask,
1757800406.5262723,10000227,3634.64,0,last,
1757800406.5262723,10000227,3634.1,0,bid,
1757800406.5262723,10000227,3635.13,0,ask,
1757800406.5663903,10000227,3634.64,0,last,
1757800406.5663903,10000227,3634.1,0,bid,
1757800406.5663903,10000227,3635.13,0,ask,
1757800407.4629016,10000227,3634.64,0,last,
1757800407.4629016,10000227,3634.1,0,bid,
1757800407.4629016,10000227,3635.13,0,ask,
1757800409.3653636,10000227,3634.64,0,last,
1757800409.3653636,10000227,3634.1,0,bid,
1757800409.3653636,10000227,3635.13,0,ask,
1757800409.4301023,10000227,3634.64,0,last,
1757800409.4301023,10000227,3634.1,0,bid,
1757800409.4301023,10000227,3635.13,0,ask,
1757800410.584481,10000227,3634.64,0,last,
1757800410.584481,10000227,3634.1,0,bid,
1757800410.584481,10000227,3635.13,0,ask,
1757800411.4314964,10000227,3634.64,0,last,
1757800411.4314964,10000227,3634.1,0,bid,
1757800411.4314964,10000227,3635.13,0,ask,
1757800411.454541,10000227,3634.64,0,last,
1757800411.454541,10000227,3634.1,0,bid,
1757800411.454541,10000227,3635.13,0,ask,
1757800411.4837847,10000227,3634.64,0,last,
1757800411.4837847,10000227,3634.1,0,bid,
1757800411.4837847,10000227,3635.13,0,ask,
1757800412.4621584,10000227,3634.64,0,last,
1757800412.4621584,10000227,3634.1,0,bid,
1757800412.4621584,10000227,3635.13,0,ask,
1757800412.7978466,10000227,3634.58,0,last,
1757800412.7978466,10000227,3634.1,0,bid,
1757800412.7978466,10000227,3635.13,0,ask,
1757800414.36035,10000227,3634.58,0,last,
1757800414.36035,10000227,3634.1,0,bid,
1757800414.36035,10000227,3635.13,0,ask,
1757800414.9668834,10000227,3634.58,0,last,
1757800414.9668834,10000227,3634.1,0,bid,
1757800414.9668834,10000227,3635.13,0,ask,
1757800415.6032927,10000227,3634.58,0,last,
1757800415.6032927,10000227,3634.1,0,bid,
1757800415.6032927,10000227,3635.13,0,ask,
1757800416.4254,10000227,3634.58,0,last,
1757800416.4254,10000227,3634.1,0,bid,
1757800416.4254,10000227,3635.13,0,ask,
1757800416.4557936,10000227,3634.58,0,last,
1757800416.4557936,10000227,3634.1,0,bid,
1757800416.4557936,10000227,3635.13,0,ask,
1757800416.489688,10000227,3634.58,0,last,
1757800416.489688,10000227,3634.1,0,bid,
1757800416.489688,10000227,3635.13,0,ask,
1757800417.4643128,10000227,3634.58,0,last,
1757800417.4643128,10000227,3634.1,0,bid,
1757800417.4643128,10000227,3635.13,0,ask,
1757800419.693282,10000227,3634.58,0,last,
1757800419.693282,10000227,3634.1,0,bid,
1757800419.693282,10000227,3635.13,0,ask,
1757800419.694342,10000227,3634.58,0,last,
1757800419.694342,10000227,3634.1,0,bid,
1757800419.694342,10000227,3635.13,0,ask,
1757800420.7938092,10000227,3634.58,0,last,
1757800420.7938092,10000227,3634.1,0,bid,
1757800420.7938092,10000227,3635.13,0,ask,
1757800421.4253638,10000227,3634.58,0,last,
1757800421.4253638,10000227,3634.1,0,bid,
1757800421.4253638,10000227,3635.13,0,ask,
1757800421.4531856,10000227,3634.58,0,last,
1757800421.4531856,10000227,3634.1,0,bid,
1757800421.4531856,10000227,3635.13,0,ask,
1757800421.4900305,10000227,3634.58,0,last,
1757800421.4900305,10000227,3634.1,0,bid,
1757800421.4900305,10000227,3635.13,0,ask,
1757800421.7844758,10000227,3634.65,0,last,
1757800421.7844758,10000227,3634.1,0,bid,
1757800421.7844758,10000227,3635.13,0,ask,
1757800422.4273074,10000227,3634.65,0,last,
1757800422.4273074,10000227,3634.1,0,bid,
