timestamp,contract_id,price,size,side,ticketId,exchange_timestamp
1757800369.2712595,10000003,239.8,14.7,buy,77847506-f459-4c0a-a0d3-8cbbe13e9200,1757800367064
1757800369.2712595,10000003,239.75,9.9,sell,6f896599-92ab-43ce-9405-d63137c00210,1757800354944
1757800369.2712595,10000003,239.79,5.7,sell,df948db2-3a4a-4b55-8cad-ab42f1002237,1757800354944
1757800369.2712595,10000003,239.8,15.6,buy,01e594b6-c8d7-49f6-945c-603d0e78aae2,1757800351938
1757800369.2712595,10000003,239.75,14.4,sell,1e9fc04b-2820-4040-88da-c5cd1dd0fe27,1757800343953
1757800369.2712595,10000003,239.8,14.1,buy,21a4194d-eae5-4c88-a20b-67840c2fa2ab,1757800338934
1757800369.2712595,10000003,239.77,12.3,sell,9197ff23-fbbd-496c-8bfc-e8bc508c6bd6,1757800328971
1757800369.2712595,10000003,239.76,1.9,sell,85396216-1137-4db8-af3b-1ebbbd7cfb1e,1757800315410
1757800369.2712595,10000003,239.8,17.3,sell,e6b20b0a-6bbe-4086-ac44-a3fdf8c07ddd,1757800306941
1757800369.2712595,10000003,239.84,0.3,buy,e9b7a273-241f-443b-8c35-161980c1a694,1757800293933
1757800369.2712595,10000003,239.84,15.5,sell,275bf37f-915c-424c-b116-20f38084a637,1757800282943
1757800369.2712595,10000003,239.87,12.4,sell,7afa8aa8-e2fe-414f-9084-b4e771fbd27f,1757800276941
1757800369.2712595,10000003,239.92,0.3,sell,e50ae306-0f8c-4b62-bf6d-77bc641d281d,1757800269122
1757800369.2712595,10000003,239.95,12.6,sell,44b0a9c1-f96b-4d52-a0bc-0bf0424a165b,1757800265993
1757800369.2712595,10000003,239.98,11.0,buy,2f194252-295c-454c-a704-029ad6533d80,1757800257946
1757800369.2712595,10000003,240.0,12.9,sell,af988b2b-c3ec-4c08-b617-f74869537e09,1757800245045
1757800369.2712595,10000003,239.96,11.2,buy,a9261d7c-3456-4753-877b-947231fd8d2c,1757800230939
1757800369.2712595,10000003,239.96,13.4,buy,a71b000a-4346-4053-aa47-04ba57e56d62,1757800217937
1757800369.2712595,10000003,239.95,11.9,buy,cf9093a9-d791-4c42-8133-dc25c8953734,1757800204943
1757800369.2712595,10000003,239.96,11.7,sell,35f90a4a-2246-4088-a5d2-2602bd62c03b,1757800196046
1757800369.2712595,10000003,240.0,13.7,sell,36349e48-32c7-402c-b1a7-83da7ce0040d,1757800183940
1757800369.2712595,10000003,239.94,13.3,buy,87a5db9a-5d18-41b3-9c1a-8d9d60047e53,1757800171945
1757800369.2712595,10000003,240.01,13.9,sell,7e10ffb6-612e-4710-a51b-e8369c0ce543,1757800155946
1757800369.2712595,10000003,240.01,12.6,buy,59ff0167-9e04-4a8e-b727-3d9acd8fee21,1757800145977
1757800369.2712595,10000003,240.07,15.5,sell,efe539cf-fb1b-4d59-9f2f-c9336914a881,1757800135954
1757800369.2712595,10000003,240.08,15.4,sell,825d6c06-9de9-400c-a12b-ffcdd148dd0f,1757800128940
1757800369.2712595,10000003,240.04,1.1,sell,6dd9a12d-9d3f-4fd5-9f03-13af959ed4ac,1757800120470
1757800369.2712595,10000003,240.06,17.4,sell,a83b2eae-cba8-4963-85d1-5a02ce448152,1757800115954
1757800369.2712595,10000003,240.08,16.2,buy,56769108-bc9a-41ad-b59d-303a1a790ac9,1757800102937
1757800369.2712595,10000003,240.05,12.7,buy,0313db7f-49a1-4753-ab5b-360997da9b1d,1757800095937
1757800378.0560925,10000003,239.85,17.7,buy,7c35d66b-12a0-474e-b3f3-bd11c544ae9e,1757800377933
1757800388.0618246,10000003,239.84,13.0,sell,502af7d8-dc5a-443e-9c47-ca7a1fe40aa9,1757800387940
1757800400.1091015,10000003,239.81,14.6,buy,3f2adee8-f14e-49bc-8069-5689bc76e928,1757800399942
1757800409.081743,10000003,239.84,20.4,sell,31999ed6-660f-40fc-9ceb-84822d7fc473,1757800408953
1757800415.9208045,10000003,239.85,36.9,buy,1e981ec9-1daf-4766-bc7a-a8d4f66432e8,1757800415796
1757800426.07876,10000003,239.83,21.0,sell,81a98900-c98e-44eb-8f8c-0da766965ced,1757800425956
1757800432.7278883,10000003,239.82,36.9,sell,8ca8a215-5f46-4e3e-9c25-2cdca6b0e25d,1757800432605
1757800439.066151,10000003,239.86,20.1,buy,be25da0f-e107-46ce-b713-24a5118a9299,1757800438945
1757800451.064104,10000003,239.86,16.9,sell,6f80bab4-125d-4c15-a5d1-6c0c84edcc82,1757800450940
1757800464.5894866,10000003,239.87,5.7,buy,cfed4211-aa74-47bd-b284-b0447dc0b0fa,1757800464462
1757800464.5894866,10000003,239.87,13.9,buy,3e7699dd-d6c9-4c72-a231-04e33b88c6d9,1757800464462
1757800478.0595136,10000003,239.86,13.7,buy,fc120435-ae97-418e-9f2a-937bf85a7c40,1757800477934
1757800490.096466,10000003,239.87,20.5,buy,c48bff06-7280-4929-946b-76e80f1dd27e,1757800489975
1757800496.3865316,10000003,239.86,5.7,sell,8a3665f2-0ff8-4727-9668-a9f5bf0c7681,1757800496260
1757800498.066637,10000003,239.81,20.5,sell,87863e4e-c6af-4416-8541-39557e925060,1757800497943
1757800513.0636888,10000003,239.84,19.1,sell,7d04cc30-981c-450f-b250-f9ef01c51904,1757800512937
1757800639.3966918,10000003,239.78,9.1,buy,0d62a0c7-c4bf-4553-834f-4bd2a785bc3a,1757800630966
1757800639.3967297,10000003,239.76,12.6,sell,c6060ec4-c52d-4d20-aee3-5e8f5e997322,1757800620956
1757800639.396736,10000003,239.75,10.3,sell,465edb82-b32e-4894-9a20-f27ed3185bff,1757800606933
1757800639.396741,10000003,239.76,9.2,buy,0b9d1535-a2df-48f3-b987-97175f885fae,1757800594988
1757800639.3967452,10000003,239.75,7.9,buy,d68e1b80-19fa-4833-9226-d788d4c9839e,1757800580004
1757800639.3967495,10000003,239.79,16.5,buy,93aab598-929e-4a98-9e8e-b509e846650c,1757800563983
1757800639.3967535,10000003,239.75,0.3,buy,2f88e9cc-f029-4da5-b41e-c18763419c2b,1757800563983
1757800639.3967583,10000003,239.74,16.8,sell,c2dbd23a-f51d-4e8d-b1e6-32f8020484ae,1757800556934
1757800639.3967912,10000003,239.74,9.4,sell,7b767b40-53f2-47ab-83b9-3107611b3d34,1757800551907
1757800639.3967977,10000003,239.74,0.3,sell,c20a7f4a-5da2-43be-adde-c95a059cd3b3,1757800551907
1757800639.3968027,10000003,239.77,19.4,buy,1596c9e4-f32c-4d48-b5f0-039fd2762b40,1757800547938
1757800639.3968067,10000003,239.83,20.4,sell,23432009-d655-45f3-b268-073d8a23c903,1757800533994
1757800639.3968108,10000003,239.83,15.8,buy,995d85d7-2173-4872-a082-3f1cb86f1954,1757800524937
1757800639.3968148,10000003,239.84,19.1,sell,7d04cc30-981c-450f-b250-f9ef01c51904,1757800512937
1757800639.3968189,10000003,239.81,20.5,sell,87863e4e-c6af-4416-8541-39557e925060,1757800497943
1757800639.396823,10000003,239.86,5.7,sell,8a3665f2-0ff8-4727-9668-a9f5bf0c7681,1757800496260
1757800639.3968272,10000003,239.87,20.5,buy,c48bff06-7280-4929-946b-76e80f1dd27e,1757800489975
1757800639.3968356,10000003,239.86,13.7,buy,fc120435-ae97-418e-9f2a-937bf85a7c40,1757800477934
1757800639.3968399,10000003,239.87,13.9,buy,3e7699dd-d6c9-4c72-a231-04e33b88c6d9,1757800464462
1757800639.3968441,10000003,239.87,5.7,buy,cfed4211-aa74-47bd-b284-b0447dc0b0fa,1757800464462
1757800639.396848,10000003,239.86,16.9,sell,6f80bab4-125d-4c15-a5d1-6c0c84edcc82,1757800450940
1757800639.3968518,10000003,239.86,20.1,buy,be25da0f-e107-46ce-b713-24a5118a9299,1757800438945
1757800639.3968556,10000003,239.82,36.9,sell,8ca8a215-5f46-4e3e-9c25-2cdca6b0e25d,1757800432605
1757800639.3968596,10000003,239.83,21.0,sell,81a98900-c98e-44eb-8f8c-0da766965ced,1757800425956
1757800639.3968632,10000003,239.85,36.9,buy,1e981ec9-1daf-4766-bc7a-a8d4f66432e8,1757800415796
1757800639.3968694,10000003,239.84,20.4,sell,31999ed6-660f-40fc-9ceb-84822d7fc473,1757800408953
1757800639.3968735,10000003,239.81,14.6,buy,3f2adee8-f14e-49bc-8069-5689bc76e928,1757800399942
1757800639.3968773,10000003,239.84,13.0,sell,502af7d8-dc5a-443e-9c47-ca7a1fe40aa9,1757800387940
1757800639.396881,10000003,239.85,17.7,buy,7c35d66b-12a0-474e-b3f3-bd11c544ae9e,1757800377933
1757800639.396885,10000003,239.8,14.7,buy,77847506-f459-4c0a-a0d3-8cbbe13e9200,1757800367064
1757800640.0501814,10000003,239.8,11.8,sell,7651e6da-f0cb-4ab6-96d2-3950e95b442c,1757800639933
1757800651.0960367,10000003,239.78,12.1,sell,3404177c-cc8c-498e-99d7-a01083d2dcbb,1757800650973
1757800663.0705466,10000003,239.84,7.9,buy,e855dee5-c2fb-40cb-a93b-6febd7ade18a,1757800662949
1757800672.0529077,10000003,239.86,8.0,buy,829dbc59-f87a-4252-995e-65f52648d0dd,1757800671934
1757800679.0625255,10000003,239.85,9.7,buy,d33f0104-5936-4676-b62e-0d3f101a7ba7,1757800678939
1757800688.060754,10000003,239.86,8.4,sell,b850ef07-3828-4cf5-8402-ef835de1c281,1757800687932
1757800699.0551443,10000003,239.86,9.0,buy,147da2d0-5757-457d-b5ef-c391b0689530,1757800698936
1757800711.066088,10000003,239.83,8.5,buy,012d4d48-aca5-484e-9342-66f3a3562b3f,1757800710944
1757800719.0768328,10000003,239.84,7.8,sell,7a45dd85-a5f9-443c-b5a8-94a523435bff,1757800718942
