timestamp,contract_id,price,size,side,exchange_timestamp
1757800369.2692592,10000001,115800.1,0,last,
1757800369.2692592,10000001,115798.8,0,bid,
1757800369.2692592,10000001,115801.2,0,ask,
1757800369.2702596,10000001,115800.1,0,last,
1757800369.2702596,10000001,115798.8,0,bid,
1757800369.2702596,10000001,115801.2,0,ask,
1757800369.2702596,10000001,115800.1,0,last,
1757800369.2702596,10000001,115798.8,0,bid,
1757800369.2702596,10000001,115801.2,0,ask,
1757800369.6950393,10000001,115800.1,0,last,
1757800369.6950393,10000001,115798.8,0,bid,
1757800369.6950393,10000001,115801.2,0,ask,
1757800370.4265053,10000001,115800.1,0,last,
1757800370.4265053,10000001,115798.8,0,bid,
1757800370.4265053,10000001,115801.2,0,ask,
1757800371.4639897,10000001,115800.1,0,last,
1757800371.4639897,10000001,115798.8,0,bid,
1757800371.4639897,10000001,115801.2,0,ask,
1757800371.5538402,10000001,115800.1,0,last,
1757800371.5538402,10000001,115798.8,0,bid,
1757800371.5538402,10000001,115801.2,0,ask,
1757800371.5616093,10000001,115800.1,0,last,
1757800371.5616093,10000001,115798.8,0,bid,
1757800371.5616093,10000001,115801.2,0,ask,
1757800373.5046625,10000001,115800.1,0,last,
1757800373.5046625,10000001,115798.8,0,bid,
1757800373.5046625,10000001,115801.2,0,ask,
1757800373.5086834,10000001,115800.1,0,last,
1757800373.5086834,10000001,115798.8,0,bid,
1757800373.5086834,10000001,115801.2,0,ask,
1757800374.6974168,10000001,115800.1,0,last,
1757800374.6974168,10000001,115798.8,0,bid,
1757800374.6974168,10000001,115801.2,0,ask,
1757800375.4225535,10000001,115800.1,0,last,
1757800375.4225535,10000001,115798.8,0,bid,
1757800375.4225535,10000001,115801.2,0,ask,
1757800375.835676,10000001,115800.5,0,last,
1757800375.835676,10000001,115798.8,0,bid,
1757800375.835676,10000001,115801.2,0,ask,
1757800376.4206674,10000001,115800.5,0,last,
1757800376.4206674,10000001,115798.8,0,bid,
1757800376.4206674,10000001,115801.2,0,ask,
1757800376.4523456,10000001,115800.5,0,last,
1757800376.4523456,10000001,115798.8,0,bid,
1757800376.4523456,10000001,115801.2,0,ask,
1757800376.4896896,10000001,115800.5,0,last,
1757800376.4896896,10000001,115798.8,0,bid,
1757800376.4896896,10000001,115801.2,0,ask,
1757800378.5088878,10000001,115800.5,0,last,
1757800378.5088878,10000001,115798.8,0,bid,
1757800378.5088878,10000001,115801.2,0,ask,
1757800378.514571,10000001,115800.5,0,last,
1757800378.514571,10000001,115798.8,0,bid,
1757800378.514571,10000001,115801.2,0,ask,
1757800379.7376194,10000001,115800.5,0,last,
1757800379.7376194,10000001,115798.8,0,bid,
1757800379.7376194,10000001,115801.2,0,ask,
1757800380.175916,10000001,115800.5,0,last,
1757800380.175916,10000001,115798.8,0,bid,
1757800380.175916,10000001,115801.2,0,ask,
1757800380.4221208,10000001,115800.5,0,last,
1757800380.4221208,10000001,115798.8,0,bid,
1757800380.4221208,10000001,115801.2,0,ask,
1757800381.42342,10000001,115800.5,0,last,
1757800381.42342,10000001,115798.8,0,bid,
1757800381.42342,10000001,115801.2,0,ask,
1757800381.4511225,10000001,115800.5,0,last,
1757800381.4511225,10000001,115798.8,0,bid,
1757800381.4511225,10000001,115801.2,0,ask,
1757800381.5062132,10000001,115800.5,0,last,
1757800381.5062132,10000001,115798.8,0,bid,
1757800381.5062132,10000001,115801.2,0,ask,
1757800381.6937652,10000001,115800.5,0,last,
1757800381.6937652,10000001,115798.8,0,bid,
1757800381.6937652,10000001,115801.2,0,ask,
1757800382.4661963,10000001,115800.5,0,last,
1757800382.4661963,10000001,115798.8,0,bid,
1757800382.4661963,10000001,115801.2,0,ask,
1757800384.6745303,10000001,115800.5,0,last,
1757800384.6745303,10000001,115798.8,0,bid,
1757800384.6745303,10000001,115801.2,0,ask,
1757800384.6802063,10000001,115800.5,0,last,
1757800384.6802063,10000001,115798.8,0,bid,
1757800384.6802063,10000001,115801.2,0,ask,
1757800385.421678,10000001,115800.5,0,last,
1757800385.421678,10000001,115798.8,0,bid,
1757800385.421678,10000001,115801.2,0,ask,
1757800386.4765506,10000001,115800.5,0,last,
1757800386.4765506,10000001,115798.8,0,bid,
1757800386.4765506,10000001,115801.2,0,ask,
1757800386.4874368,10000001,115800.5,0,last,
1757800386.4874368,10000001,115798.8,0,bid,
1757800386.4874368,10000001,115801.2,0,ask,
1757800386.533156,10000001,115800.5,0,last,
1757800386.533156,10000001,115798.8,0,bid,
1757800386.533156,10000001,115801.2,0,ask,
1757800386.7355232,10000001,115799.7,0,last,
1757800386.7355232,10000001,115798.8,0,bid,
1757800386.7355232,10000001,115801.2,0,ask,
1757800387.467543,10000001,115799.7,0,last,
1757800387.467543,10000001,115798.8,0,bid,
1757800387.467543,10000001,115801.2,0,ask,
1757800389.3468482,10000001,115799.7,0,last,
1757800389.3468482,10000001,115798.8,0,bid,
1757800389.3468482,10000001,115801.2,0,ask,
1757800389.420983,10000001,115799.7,0,last,
1757800389.420983,10000001,115798.8,0,bid,
1757800389.420983,10000001,115801.2,0,ask,
1757800390.6022215,10000001,115799.7,0,last,
1757800390.6022215,10000001,115798.8,0,bid,
1757800390.6022215,10000001,115801.2,0,ask,
1757800390.7021892,10000001,115800.0,0,last,
1757800390.7021892,10000001,115798.8,0,bid,
1757800390.7021892,10000001,115801.2,0,ask,
1757800391.4195187,10000001,115800.0,0,last,
1757800391.4195187,10000001,115798.8,0,bid,
1757800391.4195187,10000001,115801.2,0,ask,
1757800391.4506876,10000001,115800.0,0,last,
1757800391.4506876,10000001,115798.8,0,bid,
1757800391.4506876,10000001,115801.2,0,ask,
1757800391.4891038,10000001,115800.0,0,last,
1757800391.4891038,10000001,115798.8,0,bid,
1757800391.4891038,10000001,115801.2,0,ask,
1757800392.4635024,10000001,115800.0,0,last,
1757800392.4635024,10000001,115798.8,0,bid,
1757800392.4635024,10000001,115801.2,0,ask,
1757800394.3554683,10000001,115800.0,0,last,
1757800394.3554683,10000001,115798.8,0,bid,
1757800394.3554683,10000001,115801.2,0,ask,
1757800394.421828,10000001,115800.0,0,last,
1757800394.421828,10000001,115798.8,0,bid,
1757800394.421828,10000001,115801.2,0,ask,
1757800395.4222853,10000001,115800.8,0,last,
1757800395.4222853,10000001,115798.8,0,bid,
1757800395.4222853,10000001,115801.2,0,ask,
1757800395.7538366,10000001,115800.8,0,last,
1757800395.7538366,10000001,115798.8,0,bid,
1757800395.7538366,10000001,115801.2,0,ask,
1757800396.4195824,10000001,115800.8,0,last,
1757800396.4195824,10000001,115798.8,0,bid,
1757800396.4195824,10000001,115801.2,0,ask,
1757800396.4651737,10000001,115800.8,0,last,
1757800396.4651737,10000001,115798.8,0,bid,
1757800396.4651737,10000001,115801.2,0,ask,
1757800396.4809797,10000001,115800.8,0,last,
1757800396.4809797,10000001,115798.8,0,bid,
1757800396.4809797,10000001,115801.2,0,ask,
1757800397.4695568,10000001,115800.8,0,last,
1757800397.4695568,10000001,115798.8,0,bid,
1757800397.4695568,10000001,115801.2,0,ask,
1757800399.3850005,10000001,115800.8,0,last,
1757800399.3850005,10000001,115798.8,0,bid,
1757800399.3850005,10000001,115801.2,0,ask,
1757800399.4186606,10000001,115800.8,0,last,
1757800399.4186606,10000001,115798.8,0,bid,
1757800399.4186606,10000001,115801.2,0,ask,
1757800399.7013133,10000001,115799.6,0,last,
1757800399.7013133,10000001,115798.8,0,bid,
1757800399.7013133,10000001,115801.2,0,ask,
1757800400.6112041,10000001,115799.6,0,last,
1757800400.6112041,10000001,115798.8,0,bid,
1757800400.6112041,10000001,115801.2,0,ask,
1757800401.4230585,10000001,115799.6,0,last,
1757800401.4230585,10000001,115798.8,0,bid,
1757800401.4230585,10000001,115801.2,0,ask,
1757800401.4504397,10000001,115799.6,0,last,
1757800401.4504397,10000001,115798.8,0,bid,
1757800401.4504397,10000001,115801.2,0,ask,
1757800401.4935293,10000001,115799.6,0,last,
1757800401.4935293,10000001,115798.8,0,bid,
1757800401.4935293,10000001,115801.2,0,ask,
1757800402.4601011,10000001,115799.6,0,last,
1757800402.4601011,10000001,115798.8,0,bid,
1757800402.4601011,10000001,115801.2,0,ask,
1757800404.5625007,10000001,115799.6,0,last,
1757800404.5625007,10000001,115798.8,0,bid,
1757800404.5625007,10000001,115801.2,0,ask,
1757800404.5715709,10000001,115799.6,0,last,
1757800404.5715709,10000001,115798.8,0,bid,
1757800404.5715709,10000001,115801.2,0,ask,
1757800404.693364,10000001,115799.5,0,last,
1757800404.693364,10000001,115798.8,0,bid,
1757800404.693364,10000001,115801.2,0,ask,
1757800405.4205422,10000001,115799.5,0,last,
1757800405.4205422,10000001,115798.8,0,bid,
1757800405.4205422,10000001,115801.2,0,ask,
1757800406.5105174,10000001,115799.5,0,last,
1757800406.5105174,10000001,115798.8,0,bid,
1757800406.5105174,10000001,115801.2,0,ask,
1757800406.521078,10000001,115799.5,0,last,
1757800406.521078,10000001,115798.8,0,bid,
1757800406.521078,10000001,115801.2,0,ask,
1757800406.564308,10000001,115799.5,0,last,
1757800406.564308,10000001,115798.8,0,bid,
1757800406.564308,10000001,115801.2,0,ask,
1757800407.4572666,10000001,115799.5,0,last,
1757800407.4572666,10000001,115798.8,0,bid,
1757800407.4572666,10000001,115801.2,0,ask,
1757800408.7106175,10000001,115799.8,0,last,
1757800408.7106175,10000001,115798.8,0,bid,
1757800408.7106175,10000001,115801.2,0,ask,
1757800408.7774692,10000001,115800.1,0,last,
1757800408.7774692,10000001,115798.8,0,bid,
1757800408.7774692,10000001,115801.2,0,ask,
1757800408.7774692,10000001,115800.8,0,last,
